timestamp,day_since_first,fish_id,estimated_length_cm,estimated_weight_g,growth_rate_cm_day,growth_stage,size_index,recommended_feed_g,life_status,data_source,note,phase,observed_error_cm,observed_lower_cm,observed_upper_cm,vbgf_predicted_length_cm,vbgf_prediction_error_cm,vbgf_prediction_lower_cm,vbgf_prediction_upper_cm,comet_reference_length_cm,comet_reference_lower_cm,comet_reference_upper_cm,vbgf_linf_cm,vbgf_k_per_year,vbgf_t0_year,comet_reference_linf_cm,comet_reference_k_per_year,comet_reference_t0_year,activity_level_px_s,abr_score,dominant_zone
2027-03-24 00:00:00,296,2,,,,ADULT,1.4472,0.4622,ALIVE,measured,,prediction,,,,14.472,0.43,14.029,14.925,10.59,9.0,12.18,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-03-31 00:00:00,303,1,,,,ADULT,1.3803,0.3984,ALIVE,measured,,prediction,,,,13.803,0.44,13.376,14.23,10.74,9.13,12.35,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-03-31 00:00:00,303,2,,,,ADULT,1.4657,0.481,ALIVE,measured,,prediction,,,,14.657,0.44,14.204,15.11,10.74,9.13,12.35,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-04-07 00:00:00,310,1,,,,ADULT,1.3978,0.4145,ALIVE,measured,,prediction,,,,13.978,0.44,13.541,14.404,10.88,9.25,12.52,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-04-07 00:00:00,310,2,,,,ADULT,1.4842,0.5003,ALIVE,measured,,prediction,,,,14.842,0.44,14.379,15.296,10.88,9.25,12.52,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-04-14 00:00:00,317,1,,,,ADULT,1.4143,0.43,ALIVE,measured,,prediction,,,,14.143,0.45,13.706,14.579,11.03,9.37,12.68,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-04-14 00:00:00,317,2,,,,ADULT,1.5017,0.5191,ALIVE,measured,,prediction,,,,15.017,0.45,14.554,15.481,11.03,9.37,12.68,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-04-21 00:00:00,324,1,,,,ADULT,1.4308,0.446,ALIVE,measured,,prediction,,,,14.308,0.45,13.871,14.744,11.17,9.5,12.85,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-04-21 00:00:00,324,2,,,,ADULT,1.5192,0.5383,ALIVE,measured,,prediction,,,,15.192,0.45,14.729,15.656,11.17,9.5,12.85,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-04-28 00:00:00,331,1,,,,ADULT,1.4472,0.4622,ALIVE,measured,,prediction,,,,14.472,0.46,14.026,14.909,11.32,9.62,13.01,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-04-28 00:00:00,331,2,,,,ADULT,1.5368,0.5582,ALIVE,measured,,prediction,,,,15.368,0.46,14.894,15.831,11.32,9.62,13.01,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-05-05 00:00:00,338,1,,,,ADULT,1.4628,0.478,ALIVE,measured,,prediction,,,,14.628,0.46,14.181,15.074,11.46,9.74,13.18,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-05-05 00:00:00,338,2,,,,ADULT,1.5532,0.5771,ALIVE,measured,,prediction,,,,15.532,0.46,15.059,16.006,11.46,9.74,13.18,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-05-12 00:00:00,345,1,,,,ADULT,1.4783,0.4941,ALIVE,measured,,prediction,,,,14.783,0.47,14.337,15.239,11.6,9.86,13.34,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-05-12 00:00:00,345,2,,,,ADULT,1.5697,0.5965,ALIVE,measured,,prediction,,,,15.697,0.47,15.223,16.181,11.6,9.86,13.34,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-05-19 00:00:00,352,1,,,,ADULT,1.4938,0.5106,ALIVE,measured,,prediction,,,,14.938,0.47,14.482,15.394,11.74,9.98,13.5,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-05-19 00:00:00,352,2,,,,ADULT,1.5862,0.6165,ALIVE,measured,,prediction,,,,15.862,0.47,15.378,16.346,11.74,9.98,13.5,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-05-26 00:00:00,359,1,,,,ADULT,1.5093,0.5274,ALIVE,measured,,prediction,,,,15.093,0.48,14.628,15.559,11.88,10.1,13.66,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-05-26 00:00:00,359,2,,,,ADULT,1.6027,0.6368,ALIVE,measured,,prediction,,,,16.027,0.48,15.532,16.521,11.88,10.1,13.66,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-06-02 00:00:00,366,1,,,,ADULT,1.5239,0.5436,ALIVE,measured,,prediction,,,,15.239,0.48,14.773,15.714,12.01,10.21,13.82,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-06-02 00:00:00,366,2,,,,ADULT,1.6181,0.6562,ALIVE,measured,,prediction,,,,16.181,0.48,15.687,16.686,12.01,10.21,13.82,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-06-09 00:00:00,373,1,,,,ADULT,1.5384,0.56,ALIVE,measured,,prediction,,,,15.384,0.49,14.919,15.86,12.15,10.33,13.97,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-06-09 00:00:00,373,2,,,,ADULT,1.6336,0.6762,ALIVE,measured,,prediction,,,,16.336,0.49,15.841,16.841,12.15,10.33,13.97,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-06-16 00:00:00,380,1,,,,ADULT,1.553,0.5768,ALIVE,measured,,prediction,,,,15.53,0.49,15.054,16.015,12.29,10.44,14.13,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-06-16 00:00:00,380,2,,,,ADULT,1.649,0.6964,ALIVE,measured,,prediction,,,,16.49,0.49,15.986,17.005,12.29,10.44,14.13,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-06-23 00:00:00,387,1,,,,ADULT,1.5675,0.5939,ALIVE,measured,,prediction,,,,15.675,0.5,15.19,16.16,12.42,10.56,14.28,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-06-23 00:00:00,387,2,,,,ADULT,1.6645,0.7171,ALIVE,measured,,prediction,,,,16.645,0.5,16.13,17.16,12.42,10.56,14.28,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-06-30 00:00:00,394,1,,,,ADULT,1.5811,0.6103,ALIVE,measured,,prediction,,,,15.811,0.5,15.326,16.306,12.55,10.67,14.44,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-06-30 00:00:00,394,2,,,,ADULT,1.6789,0.7368,ALIVE,measured,,prediction,,,,16.789,0.5,16.274,17.314,12.55,10.67,14.44,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-07-07 00:00:00,401,1,,,,ADULT,1.5956,0.628,ALIVE,measured,,prediction,,,,15.956,0.51,15.462,16.441,12.68,10.78,14.59,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-07-07 00:00:00,401,2,,,,ADULT,1.6944,0.7584,ALIVE,measured,,prediction,,,,16.944,0.51,16.418,17.458,12.68,10.78,14.59,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-07-14 00:00:00,408,1,,,,ADULT,1.6092,0.645,ALIVE,measured,,prediction,,,,16.092,0.51,15.598,16.587,12.81,10.89,14.74,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-07-14 00:00:00,408,2,,,,ADULT,1.7088,0.7788,ALIVE,measured,,prediction,,,,17.088,0.51,16.562,17.613,12.81,10.89,14.74,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-07-21 00:00:00,415,1,,,,ADULT,1.6218,0.6609,ALIVE,measured,,prediction,,,,16.218,0.52,15.724,16.723,12.94,11.0,14.89,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-07-21 00:00:00,415,2,,,,ADULT,1.7222,0.7981,ALIVE,measured,,prediction,,,,17.222,0.52,16.696,17.757,12.94,11.0,14.89,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-07-28 00:00:00,422,1,,,,ADULT,1.6354,0.6785,ALIVE,measured,,prediction,,,,16.354,0.52,15.85,16.859,13.07,11.11,15.03,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-07-28 00:00:00,422,2,,,,ADULT,1.7366,0.8193,ALIVE,measured,,prediction,,,,17.366,0.52,16.83,17.901,13.07,11.11,15.03,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-08-04 00:00:00,429,1,,,,ADULT,1.648,0.6951,ALIVE,measured,,prediction,,,,16.48,0.53,15.976,16.994,13.2,11.22,15.18,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-08-04 00:00:00,429,2,,,,ADULT,1.75,0.8393,ALIVE,measured,,prediction,,,,17.5,0.53,16.964,18.046,13.2,11.22,15.18,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-08-11 00:00:00,436,1,,,,ADULT,1.6606,0.7119,ALIVE,measured,,prediction,,,,16.606,0.53,16.092,17.12,13.33,11.33,15.32,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-08-11 00:00:00,436,2,,,,ADULT,1.7634,0.8596,ALIVE,measured,,prediction,,,,17.634,0.53,17.088,18.179,13.33,11.33,15.32,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-08-18 00:00:00,443,1,,,,ADULT,1.6732,0.729,ALIVE,measured,,prediction,,,,16.732,0.53,16.218,17.256,13.45,11.43,15.47,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-08-18 00:00:00,443,2,,,,ADULT,1.7768,0.8803,ALIVE,measured,,prediction,,,,17.768,0.53,17.222,18.324,13.45,11.43,15.47,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-08-25 00:00:00,450,1,,,,ADULT,1.6859,0.7465,ALIVE,measured,,prediction,,,,16.859,0.54,16.335,17.382,13.57,11.54,15.61,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-08-25 00:00:00,450,2,,,,ADULT,1.7901,0.9012,ALIVE,measured,,prediction,,,,17.901,0.54,17.345,18.458,13.57,11.54,15.61,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-09-01 00:00:00,457,1,,,,ADULT,1.6975,0.7627,ALIVE,measured,,prediction,,,,16.975,0.54,16.451,17.508,13.7,11.64,15.75,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-09-01 00:00:00,457,2,,,,ADULT,1.8025,0.9209,ALIVE,measured,,prediction,,,,18.025,0.54,17.469,18.592,13.7,11.64,15.75,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-09-08 00:00:00,464,1,,,,ADULT,1.7091,0.7792,ALIVE,measured,,prediction,,,,17.091,0.55,16.558,17.625,13.82,11.75,15.89,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-09-08 00:00:00,464,2,,,,ADULT,1.8149,0.941,ALIVE,measured,,prediction,,,,18.149,0.55,17.582,18.715,13.82,11.75,15.89,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-09-15 00:00:00,471,1,,,,ADULT,1.7208,0.7961,ALIVE,measured,,prediction,,,,17.208,0.55,16.674,17.751,13.94,11.85,16.03,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-09-15 00:00:00,471,2,,,,ADULT,1.8272,0.9611,ALIVE,measured,,prediction,,,,18.272,0.55,17.706,18.849,13.94,11.85,16.03,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-09-22 00:00:00,478,1,,,,ADULT,1.7324,0.8131,ALIVE,measured,,prediction,,,,17.324,0.56,16.781,17.867,14.06,11.95,16.17,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-09-22 00:00:00,478,2,,,,ADULT,1.8396,0.9818,ALIVE,measured,,prediction,,,,18.396,0.56,17.819,18.973,14.06,11.95,16.17,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-09-29 00:00:00,485,1,,,,ADULT,1.7441,0.8304,ALIVE,measured,,prediction,,,,17.441,0.56,16.897,17.984,14.18,12.05,16.3,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-09-29 00:00:00,485,2,,,,ADULT,1.8519,1.0025,ALIVE,measured,,prediction,,,,18.519,0.56,17.943,19.096,14.18,12.05,16.3,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-10-06 00:00:00,492,1,,,,ADULT,1.7547,0.8464,ALIVE,measured,,prediction,,,,17.547,0.57,16.994,18.1,14.3,12.15,16.44,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-10-06 00:00:00,492,2,,,,ADULT,1.8633,1.022,ALIVE,measured,,prediction,,,,18.633,0.57,18.046,19.22,14.3,12.15,16.44,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-10-13 00:00:00,499,1,,,,ADULT,1.7664,0.8642,ALIVE,measured,,prediction,,,,17.664,0.57,17.101,18.217,14.41,12.25,16.57,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-10-13 00:00:00,499,2,,,,ADULT,1.8756,1.0434,ALIVE,measured,,prediction,,,,18.756,0.57,18.159,19.343,14.41,12.25,16.57,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-10-20 00:00:00,506,1,,,,ADULT,1.777,0.8806,ALIVE,measured,,prediction,,,,17.77,0.58,17.208,18.323,14.53,12.35,16.71,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-10-20 00:00:00,506,2,,,,ADULT,1.887,1.0634,ALIVE,measured,,prediction,,,,18.87,0.58,18.272,19.457,14.53,12.35,16.71,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-10-27 00:00:00,513,1,,,,ADULT,1.7877,0.8974,ALIVE,measured,,prediction,,,,17.877,0.58,17.305,18.44,14.64,12.45,16.84,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-10-27 00:00:00,513,2,,,,ADULT,1.8983,1.0835,ALIVE,measured,,prediction,,,,18.983,0.58,18.375,19.58,14.64,12.45,16.84,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-11-03 00:00:00,520,1,,,,ADULT,1.7974,0.9128,ALIVE,measured,,prediction,,,,17.974,0.59,17.412,18.546,14.76,12.54,16.97,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-11-03 00:00:00,520,2,,,,ADULT,1.9086,1.1021,ALIVE,measured,,prediction,,,,19.086,0.59,18.488,19.694,14.76,12.54,16.97,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-11-10 00:00:00,527,1,,,,ADULT,1.8081,0.9299,ALIVE,measured,,prediction,,,,18.081,0.59,17.508,18.653,14.87,12.64,17.1,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-11-10 00:00:00,527,2,,,,ADULT,1.9199,1.1227,ALIVE,measured,,prediction,,,,19.199,0.59,18.592,19.807,14.87,12.64,17.1,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-11-17 00:00:00,534,1,,,,ADULT,1.8178,0.9457,ALIVE,measured,,prediction,,,,18.178,0.6,17.606,18.76,14.98,12.73,17.23,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-11-17 00:00:00,534,2,,,,ADULT,1.9302,1.1417,ALIVE,measured,,prediction,,,,19.302,0.6,18.694,19.92,14.98,12.73,17.23,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-11-24 00:00:00,541,1,,,,ADULT,1.8275,0.9616,ALIVE,measured,,prediction,,,,18.275,0.6,17.693,18.866,15.09,12.83,17.36,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-11-24 00:00:00,541,2,,,,ADULT,1.9405,1.161,ALIVE,measured,,prediction,,,,19.405,0.6,18.787,20.034,15.09,12.83,17.36,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-12-01 00:00:00,548,1,,,,ADULT,1.8372,0.9777,ALIVE,measured,,prediction,,,,18.372,0.61,17.79,18.964,15.2,12.92,17.48,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-12-01 00:00:00,548,2,,,,ADULT,1.9508,1.1804,ALIVE,measured,,prediction,,,,19.508,0.61,18.89,20.136,15.2,12.92,17.48,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-12-08 00:00:00,555,1,,,,ADULT,1.8469,0.994,ALIVE,measured,,prediction,,,,18.469,0.61,17.877,19.07,15.31,13.01,17.61,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-12-08 00:00:00,555,2,,,,ADULT,1.9611,1.2001,ALIVE,measured,,prediction,,,,19.611,0.61,18.983,20.25,15.31,13.01,17.61,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-12-15 00:00:00,562,1,,,,ADULT,1.8566,1.0105,ALIVE,measured,,prediction,,,,18.566,0.62,17.964,19.167,15.42,13.11,17.73,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-12-15 00:00:00,562,2,,,,ADULT,1.9714,1.22,ALIVE,measured,,prediction,,,,19.714,0.62,19.076,20.353,15.42,13.11,17.73,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-12-22 00:00:00,569,1,,,,ADULT,1.8663,1.0272,ALIVE,measured,,prediction,,,,18.663,0.62,18.061,19.264,15.53,13.2,17.86,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-12-22 00:00:00,569,2,,,,ADULT,1.9817,1.2402,ALIVE,measured,,prediction,,,,19.817,0.62,19.179,20.456,15.53,13.2,17.86,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-12-29 00:00:00,576,1,,,,ADULT,1.875,1.0423,ALIVE,measured,,prediction,,,,18.75,0.63,18.139,19.361,15.63,13.29,17.98,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2027-12-29 00:00:00,576,2,,,,ADULT,1.991,1.2585,ALIVE,measured,,prediction,,,,19.91,0.63,19.261,20.559,15.63,13.29,17.98,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-01-05 00:00:00,583,1,,,,ADULT,1.8837,1.0576,ALIVE,measured,,prediction,,,,18.837,0.63,18.226,19.448,15.74,13.38,18.1,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-01-05 00:00:00,583,2,,,,ADULT,2.0003,1.2771,ALIVE,measured,,prediction,,,,20.003,0.63,19.354,20.652,15.74,13.38,18.1,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-01-12 00:00:00,590,1,,,,ADULT,1.8925,1.0732,ALIVE,measured,,prediction,,,,18.925,0.64,18.314,19.545,15.84,13.47,18.22,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-01-12 00:00:00,590,2,,,,ADULT,2.0095,1.2956,ALIVE,measured,,prediction,,,,20.095,0.64,19.446,20.754,15.84,13.47,18.22,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-01-19 00:00:00,597,1,,,,ADULT,1.9012,1.0887,ALIVE,measured,,prediction,,,,19.012,0.64,18.391,19.633,15.95,13.55,18.34,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-01-19 00:00:00,597,2,,,,ADULT,2.0188,1.3145,ALIVE,measured,,prediction,,,,20.188,0.64,19.529,20.847,15.95,13.55,18.34,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-01-26 00:00:00,604,1,,,,ADULT,1.9099,1.1045,ALIVE,measured,,prediction,,,,19.099,0.64,18.478,19.73,16.05,13.64,18.46,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-01-26 00:00:00,604,2,,,,ADULT,2.0281,1.3336,ALIVE,measured,,prediction,,,,20.281,0.64,19.622,20.95,16.05,13.64,18.46,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-02-02 00:00:00,611,1,,,,ADULT,1.9187,1.1205,ALIVE,measured,,prediction,,,,19.187,0.65,18.556,19.817,16.15,13.73,18.57,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-02-02 00:00:00,611,2,,,,ADULT,2.0373,1.3527,ALIVE,measured,,prediction,,,,20.373,0.65,19.704,21.043,16.15,13.73,18.57,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-02-09 00:00:00,618,1,,,,ADULT,1.9264,1.1347,ALIVE,measured,,prediction,,,,19.264,0.65,18.634,19.904,16.25,13.81,18.69,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-02-09 00:00:00,618,2,,,,ADULT,2.0456,1.3701,ALIVE,measured,,prediction,,,,20.456,0.65,19.786,21.136,16.25,13.81,18.69,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-02-16 00:00:00,625,1,,,,ADULT,1.9351,1.1509,ALIVE,measured,,prediction,,,,19.351,0.66,18.711,19.992,16.35,13.9,18.8,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-02-16 00:00:00,625,2,,,,ADULT,2.0548,1.3895,ALIVE,measured,,prediction,,,,20.548,0.66,19.869,21.228,16.35,13.9,18.8,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-02-23 00:00:00,632,1,,,,ADULT,1.9429,1.1655,ALIVE,measured,,prediction,,,,19.429,0.66,18.789,20.069,16.45,13.98,18.92,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-02-23 00:00:00,632,2,,,,ADULT,2.0631,1.4072,ALIVE,measured,,prediction,,,,20.631,0.66,19.951,21.311,16.45,13.98,18.92,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-03-01 00:00:00,639,1,,,,ADULT,1.9507,1.1802,ALIVE,measured,,prediction,,,,19.507,0.67,18.857,20.157,16.55,14.07,19.03,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-03-01 00:00:00,639,2,,,,ADULT,2.0713,1.4249,ALIVE,measured,,prediction,,,,20.713,0.67,20.023,21.403,16.55,14.07,19.03,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-03-08 00:00:00,646,1,,,,ADULT,1.9584,1.1949,ALIVE,measured,,prediction,,,,19.584,0.67,18.934,20.234,16.65,14.15,19.14,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-03-08 00:00:00,646,2,,,,ADULT,2.0796,1.4429,ALIVE,measured,,prediction,,,,20.796,0.67,20.106,21.486,16.65,14.15,19.14,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-03-15 00:00:00,653,1,,,,ADULT,1.9662,1.2099,ALIVE,measured,,prediction,,,,19.662,0.68,19.002,20.322,16.74,14.23,19.25,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-03-15 00:00:00,653,2,,,,ADULT,2.0878,1.4608,ALIVE,measured,,prediction,,,,20.878,0.68,20.178,21.578,16.74,14.23,19.25,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-03-22 00:00:00,660,1,,,,ADULT,1.974,1.2251,ALIVE,measured,,prediction,,,,19.74,0.68,19.07,20.399,16.84,14.31,19.36,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-03-22 00:00:00,660,2,,,,ADULT,2.0961,1.4791,ALIVE,measured,,prediction,,,,20.961,0.68,20.25,21.661,16.84,14.31,19.36,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-03-29 00:00:00,667,1,,,,ADULT,1.9807,1.2382,ALIVE,measured,,prediction,,,,19.807,0.69,19.138,20.477,16.93,14.39,19.47,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-03-29 00:00:00,667,2,,,,ADULT,2.1033,1.4952,ALIVE,measured,,prediction,,,,21.033,0.69,20.322,21.743,16.93,14.39,19.47,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-04-05 00:00:00,674,1,,,,ADULT,1.9885,1.2536,ALIVE,measured,,prediction,,,,19.885,0.69,19.206,20.554,17.03,14.47,19.58,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-04-05 00:00:00,674,2,,,,ADULT,2.1115,1.5135,ALIVE,measured,,prediction,,,,21.115,0.69,20.394,21.826,17.03,14.47,19.58,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-04-12 00:00:00,681,1,,,,ADULT,1.9953,1.2671,ALIVE,measured,,prediction,,,,19.953,0.7,19.274,20.632,17.12,14.55,19.69,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-04-12 00:00:00,681,2,,,,ADULT,2.1187,1.5298,ALIVE,measured,,prediction,,,,21.187,0.7,20.466,21.908,17.12,14.55,19.69,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-04-19 00:00:00,688,1,,,,ADULT,2.0021,1.2807,ALIVE,measured,,prediction,,,,20.021,0.7,19.342,20.71,17.21,14.63,19.8,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-04-19 00:00:00,688,2,,,,ADULT,2.1259,1.5462,ALIVE,measured,,prediction,,,,21.259,0.7,20.538,21.99,17.21,14.63,19.8,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-04-26 00:00:00,695,1,,,,ADULT,2.0089,1.2944,ALIVE,measured,,prediction,,,,20.089,0.71,19.41,20.777,17.31,14.71,19.9,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-04-26 00:00:00,695,2,,,,ADULT,2.1331,1.5627,ALIVE,measured,,prediction,,,,21.331,0.71,20.61,22.063,17.31,14.71,19.9,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-05-03 00:00:00,702,1,,,,ADULT,2.0157,1.3082,ALIVE,measured,,prediction,,,,20.157,0.71,19.468,20.855,17.4,14.79,20.01,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-05-03 00:00:00,702,2,,,,ADULT,2.1403,1.5793,ALIVE,measured,,prediction,,,,21.403,0.71,20.672,22.145,17.4,14.79,20.01,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-05-10 00:00:00,709,1,,,,ADULT,2.0225,1.3221,ALIVE,measured,,prediction,,,,20.225,0.72,19.536,20.923,17.49,14.86,20.11,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-05-10 00:00:00,709,2,,,,ADULT,2.1476,1.5963,ALIVE,measured,,prediction,,,,21.476,0.72,20.744,22.217,17.49,14.86,20.11,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-05-17 00:00:00,716,1,,,,ADULT,2.0292,1.3359,ALIVE,measured,,prediction,,,,20.292,0.72,19.594,20.991,17.58,14.94,20.21,24.25,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
2028-05-17 00:00:00,716,2,,,,ADULT,2.1548,1.6131,ALIVE,measured,,prediction,,,,21.548,0.72,20.806,22.289,17.58,14.94,20.21,25.75,0.858371,-0.151576,28.0,0.446287,-0.253937,,,
