date,weeks_since_2026_06_01,months_since_start,phase,observed_average_length_cm,observed_error_cm,observed_lower_cm,observed_upper_cm,observed_data_type,vbgf_predicted_length_cm,vbgf_prediction_error_cm,vbgf_prediction_lower_cm,vbgf_prediction_upper_cm,comet_reference_length_cm,comet_reference_lower_cm,comet_reference_upper_cm,vbgf_linf_cm,vbgf_k_per_year,vbgf_t0_year,comet_reference_linf_cm,comet_reference_k_per_year,comet_reference_t0_year,reference_profile_type,note
2028-03-01,91.286,20.994,prediction,,,,,model_prediction,20.11,0.67,19.44,20.78,16.55,14.07,19.03,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-03-08,92.286,21.224,prediction,,,,,model_prediction,20.19,0.67,19.52,20.86,16.65,14.15,19.14,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-03-15,93.286,21.454,prediction,,,,,model_prediction,20.27,0.68,19.59,20.95,16.74,14.23,19.25,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-03-22,94.286,21.684,prediction,,,,,model_prediction,20.35,0.68,19.66,21.03,16.84,14.31,19.36,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-03-29,95.286,21.914,prediction,,,,,model_prediction,20.42,0.69,19.73,21.11,16.93,14.39,19.47,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-04-05,96.286,22.144,prediction,,,,,model_prediction,20.5,0.69,19.8,21.19,17.03,14.47,19.58,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-04-12,97.286,22.374,prediction,,,,,model_prediction,20.57,0.7,19.87,21.27,17.12,14.55,19.69,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-04-19,98.286,22.604,prediction,,,,,model_prediction,20.64,0.7,19.94,21.35,17.21,14.63,19.8,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-04-26,99.286,22.834,prediction,,,,,model_prediction,20.71,0.71,20.01,21.42,17.31,14.71,19.9,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-05-03,100.286,23.064,prediction,,,,,model_prediction,20.78,0.71,20.07,21.5,17.4,14.79,20.01,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-05-10,101.286,23.294,prediction,,,,,model_prediction,20.85,0.72,20.14,21.57,17.49,14.86,20.11,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-05-17,102.286,23.524,prediction,,,,,model_prediction,20.92,0.72,20.2,21.64,17.58,14.94,20.21,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-05-24,103.286,23.754,prediction,,,,,model_prediction,20.99,0.73,20.26,21.71,17.67,15.02,20.32,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-05-31,104.286,23.984,prediction,,,,,model_prediction,21.05,0.73,20.32,21.78,17.75,15.09,20.42,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-06-07,105.286,24.214,prediction,,,,,model_prediction,21.12,0.74,20.38,21.85,17.84,15.17,20.52,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-06-14,106.286,24.444,prediction,,,,,model_prediction,21.18,0.74,20.44,21.92,17.93,15.24,20.62,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-06-21,107.286,24.674,prediction,,,,,model_prediction,21.24,0.75,20.5,21.99,18.01,15.31,20.72,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-06-28,108.286,24.904,prediction,,,,,model_prediction,21.3,0.75,20.55,22.05,18.1,15.38,20.81,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-07-05,109.286,25.134,prediction,,,,,model_prediction,21.36,0.76,20.61,22.12,18.18,15.46,20.91,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-07-12,110.286,25.364,prediction,,,,,model_prediction,21.42,0.76,20.66,22.18,18.27,15.53,21.01,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-07-19,111.286,25.594,prediction,,,,,model_prediction,21.48,0.76,20.72,22.25,18.35,15.6,21.1,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-07-26,112.286,25.824,prediction,,,,,model_prediction,21.54,0.77,20.77,22.31,18.43,15.67,21.2,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-08-02,113.286,26.054,prediction,,,,,model_prediction,21.6,0.77,20.82,22.37,18.51,15.74,21.29,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-08-09,114.286,26.284,prediction,,,,,model_prediction,21.65,0.78,20.87,22.43,18.59,15.8,21.38,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-08-16,115.286,26.514,prediction,,,,,model_prediction,21.71,0.78,20.92,22.49,18.67,15.87,21.48,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-08-23,116.286,26.744,prediction,,,,,model_prediction,21.76,0.79,20.97,22.55,18.75,15.94,21.57,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-08-30,117.286,26.974,prediction,,,,,model_prediction,21.81,0.79,21.02,22.61,18.83,16.01,21.66,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-09-06,118.286,27.204,prediction,,,,,model_prediction,21.86,0.8,21.07,22.66,18.91,16.07,21.75,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-09-13,119.286,27.434,prediction,,,,,model_prediction,21.92,0.8,21.11,22.72,18.99,16.14,21.84,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-09-20,120.286,27.664,prediction,,,,,model_prediction,21.97,0.81,21.16,22.77,19.06,16.2,21.92,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-09-27,121.286,27.894,prediction,,,,,model_prediction,22.02,0.81,21.2,22.83,19.14,16.27,22.01,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-10-04,122.286,28.124,prediction,,,,,model_prediction,22.06,0.82,21.25,22.88,19.22,16.33,22.1,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-10-11,123.286,28.354,prediction,,,,,model_prediction,22.11,0.82,21.29,22.93,19.29,16.4,22.18,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-10-18,124.286,28.584,prediction,,,,,model_prediction,22.16,0.83,21.33,22.99,19.36,16.46,22.27,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-10-25,125.286,28.814,prediction,,,,,model_prediction,22.21,0.83,21.37,23.04,19.44,16.52,22.35,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-11-01,126.286,29.044,prediction,,,,,model_prediction,22.25,0.84,21.41,23.09,19.51,16.58,22.44,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-11-08,127.286,29.274,prediction,,,,,model_prediction,22.3,0.84,21.45,23.14,19.58,16.65,22.52,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-11-15,128.286,29.504,prediction,,,,,model_prediction,22.34,0.85,21.49,23.19,19.66,16.71,22.6,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-11-22,129.286,29.734,prediction,,,,,model_prediction,22.38,0.85,21.53,23.23,19.73,16.77,22.69,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-11-29,130.286,29.964,prediction,,,,,model_prediction,22.43,0.86,21.57,23.28,19.8,16.83,22.77,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-12-06,131.286,30.194,prediction,,,,,model_prediction,22.47,0.86,21.61,23.33,19.87,16.89,22.85,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-12-13,132.286,30.424,prediction,,,,,model_prediction,22.51,0.87,21.64,23.37,19.94,16.95,22.93,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-12-20,133.286,30.654,prediction,,,,,model_prediction,22.55,0.87,21.68,23.42,20.0,17.0,23.01,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2028-12-27,134.286,30.884,prediction,,,,,model_prediction,22.59,0.87,21.72,23.46,20.07,17.06,23.08,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-01-03,135.286,31.114,prediction,,,,,model_prediction,22.63,0.88,21.75,23.51,20.14,17.12,23.16,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-01-10,136.286,31.344,prediction,,,,,model_prediction,22.67,0.88,21.78,23.55,20.21,17.18,23.24,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-01-17,137.286,31.574,prediction,,,,,model_prediction,22.71,0.89,21.82,23.6,20.27,17.23,23.31,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-01-24,138.286,31.804,prediction,,,,,model_prediction,22.74,0.89,21.85,23.64,20.34,17.29,23.39,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-01-31,139.286,32.034,prediction,,,,,model_prediction,22.78,0.9,21.88,23.68,20.4,17.34,23.47,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-02-07,140.286,32.263,prediction,,,,,model_prediction,22.82,0.9,21.91,23.72,20.47,17.4,23.54,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-02-14,141.286,32.493,prediction,,,,,model_prediction,22.85,0.91,21.94,23.76,20.53,17.45,23.61,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-02-21,142.286,32.723,prediction,,,,,model_prediction,22.89,0.91,21.97,23.8,20.6,17.51,23.69,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-02-28,143.286,32.953,prediction,,,,,model_prediction,22.92,0.92,22.0,23.84,20.66,17.56,23.76,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-03-07,144.286,33.183,prediction,,,,,model_prediction,22.96,0.92,22.03,23.88,20.72,17.61,23.83,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-03-14,145.286,33.413,prediction,,,,,model_prediction,22.99,0.93,22.06,23.92,20.78,17.67,23.9,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-03-21,146.286,33.643,prediction,,,,,model_prediction,23.02,0.93,22.09,23.95,20.85,17.72,23.97,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-03-28,147.286,33.873,prediction,,,,,model_prediction,23.05,0.94,22.12,23.99,20.91,17.77,24.04,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-04-04,148.286,34.103,prediction,,,,,model_prediction,23.09,0.94,22.14,24.03,20.97,17.82,24.11,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-04-11,149.286,34.333,prediction,,,,,model_prediction,23.12,0.95,22.17,24.06,21.03,17.87,24.18,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-04-18,150.286,34.563,prediction,,,,,model_prediction,23.15,0.95,22.2,24.1,21.09,17.92,24.25,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-04-25,151.286,34.793,prediction,,,,,model_prediction,23.18,0.96,22.22,24.13,21.15,17.97,24.32,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-05-02,152.286,35.023,prediction,,,,,model_prediction,23.21,0.96,22.25,24.17,21.2,18.02,24.38,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-05-09,153.286,35.253,prediction,,,,,model_prediction,23.24,0.97,22.27,24.2,21.26,18.07,24.45,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-05-16,154.286,35.483,prediction,,,,,model_prediction,23.27,0.97,22.29,24.24,21.32,18.12,24.52,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-05-23,155.286,35.713,prediction,,,,,model_prediction,23.29,0.98,22.32,24.27,21.38,18.17,24.58,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-05-30,156.286,35.943,prediction,,,,,model_prediction,23.32,0.98,22.34,24.3,21.43,18.22,24.65,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-06-06,157.286,36.173,prediction,,,,,model_prediction,23.35,0.99,22.36,24.33,21.49,18.27,24.71,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-06-13,158.286,36.403,prediction,,,,,model_prediction,23.38,0.99,22.39,24.37,21.54,18.31,24.78,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-06-20,159.286,36.633,prediction,,,,,model_prediction,23.4,0.99,22.41,24.4,21.6,18.36,24.84,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-06-27,160.286,36.863,prediction,,,,,model_prediction,23.43,1.0,22.43,24.43,21.65,18.41,24.9,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-07-04,161.286,37.093,prediction,,,,,model_prediction,23.45,1.0,22.45,24.46,21.71,18.45,24.96,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-07-11,162.286,37.323,prediction,,,,,model_prediction,23.48,1.01,22.47,24.49,21.76,18.5,25.03,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-07-18,163.286,37.553,prediction,,,,,model_prediction,23.5,1.01,22.49,24.52,21.81,18.54,25.09,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-07-25,164.286,37.783,prediction,,,,,model_prediction,23.53,1.02,22.51,24.55,21.87,18.59,25.15,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-08-01,165.286,38.013,prediction,,,,,model_prediction,23.55,1.02,22.53,24.58,21.92,18.63,25.21,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-08-08,166.286,38.243,prediction,,,,,model_prediction,23.58,1.03,22.55,24.6,21.97,18.68,25.27,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-08-15,167.286,38.473,prediction,,,,,model_prediction,23.6,1.03,22.57,24.63,22.02,18.72,25.33,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-08-22,168.286,38.703,prediction,,,,,model_prediction,23.62,1.04,22.58,24.66,22.07,18.76,25.38,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-08-29,169.286,38.933,prediction,,,,,model_prediction,23.64,1.04,22.6,24.69,22.12,18.81,25.44,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-09-05,170.286,39.163,prediction,,,,,model_prediction,23.67,1.05,22.62,24.71,22.17,18.85,25.5,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-09-12,171.286,39.393,prediction,,,,,model_prediction,23.69,1.05,22.64,24.74,22.22,18.89,25.56,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-09-19,172.286,39.623,prediction,,,,,model_prediction,23.71,1.06,22.65,24.77,22.27,18.93,25.61,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-09-26,173.286,39.853,prediction,,,,,model_prediction,23.73,1.06,22.67,24.79,22.32,18.97,25.67,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-10-03,174.286,40.083,prediction,,,,,model_prediction,23.75,1.07,22.69,24.82,22.37,19.01,25.73,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-10-10,175.286,40.313,prediction,,,,,model_prediction,23.77,1.07,22.7,24.84,22.42,19.05,25.78,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-10-17,176.286,40.543,prediction,,,,,model_prediction,23.79,1.08,22.72,24.87,22.47,19.1,25.83,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-10-24,177.286,40.773,prediction,,,,,model_prediction,23.81,1.08,22.73,24.89,22.51,19.14,25.89,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-10-31,178.286,41.003,prediction,,,,,model_prediction,23.83,1.09,22.75,24.92,22.56,19.18,25.94,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-11-07,179.286,41.233,prediction,,,,,model_prediction,23.85,1.09,22.76,24.94,22.61,19.21,26.0,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-11-14,180.286,41.463,prediction,,,,,model_prediction,23.87,1.1,22.77,24.96,22.65,19.25,26.05,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-11-21,181.286,41.693,prediction,,,,,model_prediction,23.89,1.1,22.79,24.99,22.7,19.29,26.1,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-11-28,182.286,41.923,prediction,,,,,model_prediction,23.91,1.1,22.8,25.01,22.74,19.33,26.15,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-12-05,183.286,42.153,prediction,,,,,model_prediction,23.92,1.11,22.81,25.03,22.79,19.37,26.2,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-12-12,184.286,42.383,prediction,,,,,model_prediction,23.94,1.11,22.83,25.06,22.83,19.41,26.26,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-12-19,185.286,42.613,prediction,,,,,model_prediction,23.96,1.12,22.84,25.08,22.88,19.44,26.31,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2029-12-26,186.286,42.843,prediction,,,,,model_prediction,23.98,1.12,22.85,25.1,22.92,19.48,26.36,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-01-02,187.286,43.073,prediction,,,,,model_prediction,23.99,1.13,22.86,25.12,22.96,19.52,26.41,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-01-09,188.286,43.303,prediction,,,,,model_prediction,24.01,1.13,22.87,25.14,23.01,19.55,26.46,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-01-16,189.286,43.533,prediction,,,,,model_prediction,24.02,1.14,22.89,25.16,23.05,19.59,26.5,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-01-23,190.286,43.763,prediction,,,,,model_prediction,24.04,1.14,22.9,25.18,23.09,19.63,26.55,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-01-30,191.286,43.993,prediction,,,,,model_prediction,24.06,1.15,22.91,25.2,23.13,19.66,26.6,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
